timestamp_ms,inside_temp_C,inside_hum_pct,pressure_hPa,outside_temp_C,outside_hum_pct,light_lux,wind_speed_ms,wind_speed_kmh,wind_beaufort,wind_dir_deg,wind_dir_bearing,battery_pct,solar_V,solar_charging
63967,27.1,34.0,952.6,26.9,30.6,21639,0.4,1.7,1,300.0,WNW,56,4.18,1
67174,27.1,33.9,952.6,26.9,30.5,21781,0.6,2.2,1,155.3,SSE,57,4.18,1
70379,27.1,34.3,952.6,27.0,30.5,21660,0.6,2.2,1,185.1,S,58,4.18,1
73584,27.1,34.1,952.6,27.0,30.4,21887,0.6,2.2,1,223.5,SW,55,4.18,1
76789,27.1,33.6,952.6,27.0,30.4,21806,0.6,2.2,1,267.6,W,57,4.18,1
79994,27.1,33.9,952.5,27.0,30.5,21646,0.6,2.2,1,253.7,WSW,56,4.18,1
83199,27.2,33.8,952.5,27.0,30.5,21363,0.7,2.5,1,193.1,SSW,57,4.17,1
86404,27.2,34.0,952.6,27.0,30.3,21085,0.6,2.2,1,180.7,S,56,4.18,1
89609,27.2,33.9,952.5,27.0,30.1,21076,0.5,2.0,1,173.5,S,55,4.18,1
92816,27.2,33.3,952.6,27.0,29.9,21142,0.5,2.0,1,179.1,S,54,4.18,1
96020,27.2,33.5,952.5,27.0,29.8,21566,0.4,1.7,1,108.7,ESE,54,4.18,1
99225,27.3,33.3,952.6,27.0,29.7,21778,0.4,1.7,1,131.6,SE,54,4.18,1
102430,27.3,33.8,952.5,27.0,29.7,21743,0.4,1.7,1,225.1,SW,56,4.18,1
105634,27.3,33.9,952.6,27.1,29.7,21571,0.5,2.0,1,237.5,WSW,54,4.18,1
108839,27.3,33.4,952.5,27.1,29.7,22088,0.6,2.2,1,109.9,ESE,54,4.18,1
112044,27.3,33.4,952.6,27.1,29.9,22078,0.6,2.2,1,145.8,SE,55,4.18,1
115251,27.4,33.4,952.5,27.1,29.9,21814,0.5,2.0,1,189.5,S,57,4.18,1
118456,27.4,33.5,952.5,27.1,30.0,21683,0.4,1.7,1,352.0,N,55,4.18,1
121661,27.4,33.4,952.5,27.1,30.0,18111,0.3,1.4,1,352.8,N,57,4.18,1
124866,27.4,33.4,952.5,27.1,30.1,16362,0.2,0.8,1,135.9,SE,55,4.18,1
128071,27.4,33.8,952.6,27.1,30.2,16352,0.1,0.6,0,124.1,SE,56,4.18,1
131276,27.5,34.1,952.5,27.1,30.1,16356,0.2,0.8,1,245.6,WSW,54,4.17,1
134481,27.5,33.4,952.5,27.2,30.1,16390,0.0,0.0,0,213.4,SSW,54,4.18,1
137686,27.5,34.2,952.5,27.2,30.0,16373,0.1,0.6,0,133.4,SE,55,4.18,1
140893,27.5,33.7,952.5,27.2,29.9,16358,0.1,0.6,0,126.3,SE,55,4.18,1
144097,27.6,34.1,952.5,27.2,29.8,16382,0.0,0.3,0,167.4,SSE,55,4.18,1
147302,27.6,34.0,952.6,27.2,29.7,22176,0.0,0.0,0,199.6,SSW,58,4.18,1
150507,27.6,34.1,952.6,27.2,29.7,22080,0.0,0.0,0,194.6,SSW,58,4.16,1
153712,27.6,33.7,952.6,27.2,29.8,22081,0.0,0.0,0,48.7,NE,53,4.18,1
156916,27.6,34.1,952.5,27.2,29.9,21616,0.0,0.0,0,215.5,SW,58,4.18,1
160121,27.7,34.2,952.5,27.2,29.9,20023,0.0,0.0,0,335.4,NNW,56,4.18,1
163328,27.7,34.2,952.5,27.3,29.8,20027,0.0,0.3,0,264.9,W,59,4.17,1
166532,27.7,33.8,952.5,27.3,29.8,21996,0.0,0.0,0,130.8,SE,56,4.18,1
169736,27.7,33.7,952.5,27.3,29.8,21852,0.0,0.0,0,194.9,SSW,57,4.18,1
172940,27.8,33.5,952.5,27.3,29.7,20114,0.0,0.0,0,66.5,ENE,57,4.18,1
176144,27.8,33.8,952.5,27.3,29.6,20115,0.0,0.0,0,188.7,S,56,4.18,1
179348,27.8,34.1,952.5,27.3,29.6,20117,0.0,0.0,0,124.1,SE,56,4.18,1
182552,27.8,33.6,952.5,27.3,29.5,20133,0.0,0.3,0,111.9,ESE,59,4.18,1
185757,27.9,34.2,952.5,27.3,29.5,20102,0.0,0.3,0,159.2,SSE,59,4.18,1
188963,27.9,33.5,952.6,27.4,29.6,20083,0.0,0.0,0,139.2,SE,56,4.18,1
192167,27.9,34.0,952.5,27.4,29.6,20096,0.0,0.0,0,140.9,SE,55,4.17,1
195372,27.9,33.5,952.5,27.4,29.5,20139,0.0,0.0,0,143.4,SE,56,4.19,1
198576,28.0,33.5,952.5,27.4,29.4,20083,0.0,0.0,0,122.2,ESE,59,4.18,1
201780,28.0,33.5,952.5,27.4,29.4,20123,0.0,0.0,0,149.9,SSE,55,4.18,1
204984,28.0,33.7,952.5,27.5,29.4,20123,0.0,0.0,0,141.1,SE,54,4.18,1
208189,28.0,33.7,952.5,27.5,29.4,20131,0.0,0.0,0,154.0,SSE,56,4.18,1
211395,28.0,33.7,952.5,27.5,29.3,20088,0.0,0.0,0,138.9,SE,56,4.18,1
214600,28.1,33.7,952.5,27.5,29.3,20123,0.0,0.0,0,157.5,SSE,57,4.17,1
217805,28.1,33.8,952.5,27.5,29.3,20083,0.0,0.0,0,147.8,SSE,58,4.18,1
221010,28.1,33.5,952.4,27.5,29.2,20143,0.0,0.0,0,160.4,SSE,59,4.19,1
224215,28.1,33.6,952.5,27.6,29.2,20102,0.0,0.0,0,161.0,SSE,57,4.18,1
227420,28.2,33.5,952.5,27.6,29.2,20122,0.0,0.0,0,163.3,SSE,59,4.18,1
230625,28.2,33.6,952.6,27.6,29.2,20148,0.0,0.0,0,154.9,SSE,56,4.18,1
233832,28.2,33.7,952.5,27.6,29.2,20068,0.0,0.0,0,152.5,SSE,56,4.18,1
237037,28.2,33.6,952.5,27.6,29.1,20099,0.0,0.0,0,147.4,SSE,56,4.18,1
240242,28.2,34.0,952.5,27.6,29.1,20075,0.0,0.0,0,154.8,SSE,57,4.18,1
243447,28.3,33.8,952.5,27.6,29.1,20136,0.0,0.0,0,136.9,SE,55,4.18,1
246652,28.3,33.8,952.5,27.7,29.1,20140,0.0,0.0,0,166.5,SSE,57,4.19,1
249856,28.3,33.6,952.5,27.7,29.0,20154,0.0,0.0,0,166.4,SSE,56,4.18,1
253060,28.3,34.1,952.5,27.7,29.0,20144,0.0,0.0,0,164.2,SSE,58,4.18,1
256265,28.4,33.6,952.5,27.7,29.1,20142,0.0,0.0,0,166.5,SSE,53,4.18,1
259472,28.4,33.6,952.4,27.7,29.1,20085,0.0,0.0,0,166.6,SSE,59,4.18,1
262677,28.4,33.7,952.5,27.7,29.1,18769,0.0,0.3,0,166.5,SSE,56,4.18,1
265882,28.4,33.8,952.5,27.7,29.1,21934,0.0,0.3,0,145.0,SE,59,4.18,1
269087,28.5,33.7,952.5,27.8,29.1,22327,0.0,0.0,0,86.7,E,55,4.18,1
272291,28.5,33.8,952.4,27.8,29.1,21658,0.3,1.1,1,54.4,NE,56,4.18,1
275496,28.5,33.7,952.5,27.8,29.3,21953,0.3,1.4,1,39.7,NE,57,4.18,1
278701,28.5,33.7,952.5,27.8,29.5,21732,0.4,1.7,1,95.2,E,57,4.18,1
281908,28.5,33.7,952.5,27.8,29.6,21748,0.4,1.7,1,311.7,NW,57,4.19,1
285112,28.6,33.8,952.5,27.8,29.7,21938,0.4,1.7,1,317.6,NW,57,4.18,1
288317,28.6,33.8,952.5,27.9,29.8,21772,0.4,1.7,1,344.1,NNW,57,4.18,1
291522,28.6,33.7,952.5,27.9,29.8,22108,0.3,1.4,1,328.2,NNW,56,4.17,1
294726,28.6,33.7,952.6,27.9,29.7,21812,0.3,1.4,1,315.2,NW,59,4.18,1
297931,28.7,33.8,952.5,27.9,29.8,21913,0.4,1.7,1,325.2,NW,49,4.12,1
301136,28.7,33.7,952.4,27.9,29.9,21924,0.3,1.4,1,18.2,NNE,57,4.17,1
304341,28.7,34.4,952.5,27.9,30.1,21877,0.2,0.8,1,87.1,E,57,4.18,1
307548,28.7,33.7,952.5,28.0,30.1,21900,0.2,0.8,1,335.3,NNW,57,4.18,1
310753,28.8,33.8,952.5,28.0,30.0,21918,0.3,1.4,1,259.5,W,59,4.18,1
313958,28.8,33.8,952.5,28.0,29.9,21894,0.3,1.4,1,270.0,W,56,4.18,1
317163,28.8,34.5,952.5,28.0,29.8,21903,0.3,1.1,1,358.7,N,56,4.18,1
320368,28.8,33.9,952.4,28.0,29.7,21921,0.3,1.4,1,329.8,NNW,55,4.19,1
323573,28.9,34.3,952.4,28.0,29.6,21939,0.2,0.8,1,320.9,NW,59,4.18,1
326778,28.9,34.1,952.5,28.0,29.6,21907,0.0,0.3,0,37.1,NE,56,4.18,1
329985,28.9,34.3,952.5,28.1,29.6,21903,0.0,0.3,0,151.7,SSE,54,4.18,1
333190,28.9,34.5,952.5,28.1,29.5,21907,0.0,0.3,0,274.4,W,55,4.18,1
336395,29.0,34.1,952.5,28.1,29.3,21896,0.0,0.3,0,344.0,NNW,56,4.18,1
339600,29.0,34.5,952.5,28.1,29.3,21906,0.1,0.6,0,179.0,S,55,4.18,1
342805,29.0,34.3,952.5,28.1,29.2,21941,0.2,0.8,1,242.4,WSW,53,4.18,1
346009,29.0,34.3,952.5,28.1,29.2,21917,0.3,1.4,1,283.6,WNW,56,4.18,1
349214,29.0,34.5,952.5,28.1,29.2,21907,0.5,2.0,1,275.0,W,56,4.18,1
352421,29.1,34.4,952.5,28.1,29.2,21912,0.6,2.2,1,291.1,WNW,59,4.18,1
355625,29.1,34.5,952.4,28.2,29.1,21931,0.7,2.5,1,266.9,W,57,4.19,1
358829,29.1,34.2,952.5,28.2,29.1,21965,0.6,2.2,1,197.5,SSW,57,4.18,1
362033,29.1,34.5,952.5,28.2,29.0,21900,0.0,0.3,0,255.4,WSW,59,4.18,1
365237,29.2,34.1,952.5,28.2,29.0,21893,0.4,1.7,1,244.2,WSW,59,4.18,1
368441,29.2,34.0,952.5,28.2,29.0,21903,0.0,0.3,0,211.7,SSW,59,4.18,1
371646,29.2,34.6,952.5,28.2,29.0,21878,0.1,0.6,0,14.6,NNE,59,4.18,1
374850,29.2,33.9,952.5,28.2,29.0,21884,0.3,1.1,1,291.6,WNW,58,4.18,1
378056,29.3,34.4,952.5,28.2,29.0,21892,0.2,0.8,1,300.0,WNW,59,4.19,1
381260,29.3,34.3,952.5,28.2,29.0,21881,0.0,0.3,0,350.8,N,59,4.18,1
384464,29.3,34.1,952.5,28.3,28.9,21975,0.1,0.6,0,353.8,N,58,4.19,1
387669,29.3,34.1,952.5,28.3,28.8,22068,0.0,0.0,0,278.8,W,56,4.18,1
390873,29.3,34.1,952.5,28.3,28.8,21999,0.0,0.0,0,279.1,W,60,4.19,1
394077,29.3,34.1,952.5,28.3,28.8,21962,0.0,0.0,0,250.4,WSW,56,4.18,1
397281,29.4,34.1,952.5,28.3,28.8,21958,0.2,0.8,1,256.6,WSW,54,4.18,1
400488,29.4,34.2,952.5,28.3,28.9,21956,0.4,1.7,1,256.8,WSW,58,4.18,1
403692,29.4,34.5,952.5,28.3,28.9,21983,0.5,2.0,1,309.6,NW,57,4.18,1
406897,29.4,34.4,952.5,28.3,29.0,21920,0.6,2.2,1,295.8,WNW,58,4.18,1
410103,29.4,34.4,952.5,28.3,28.9,21926,0.7,2.5,1,292.5,WNW,57,4.18,1
413308,29.5,34.1,952.4,28.3,28.9,21920,0.5,2.0,1,292.4,WNW,60,4.18,1
416512,29.5,34.4,952.4,28.4,28.8,21913,0.6,2.2,1,285.9,WNW,58,4.18,1
419716,29.5,34.1,952.4,28.4,28.8,21895,0.7,2.8,1,238.5,WSW,57,4.18,1
422921,29.5,34.1,952.4,28.4,28.9,21903,0.8,3.1,1,277.2,W,57,4.17,1
426128,29.5,34.0,952.5,28.4,28.9,21933,0.7,2.8,1,283.1,WNW,56,4.18,1
429333,29.5,34.5,952.5,28.4,28.7,21943,0.7,2.5,1,318.2,NW,60,4.17,1
432538,29.6,34.1,952.5,28.4,28.7,21915,0.7,2.5,1,275.0,W,57,4.18,1
435743,29.6,34.0,952.5,28.4,28.7,21923,0.6,2.2,1,289.9,WNW,59,4.18,1
438947,29.6,34.1,952.4,28.4,28.7,21929,0.6,2.2,1,249.8,WSW,56,4.18,1
442152,29.6,34.3,952.4,28.4,28.7,21961,0.7,2.8,1,278.9,W,56,4.19,1
445357,29.6,34.2,952.4,28.4,28.7,21931,0.8,3.1,1,260.5,W,57,4.18,1
448564,29.6,34.2,952.5,28.4,28.7,21906,0.7,2.5,1,293.1,WNW,56,4.18,1
451768,29.7,34.1,952.5,28.4,28.7,21921,0.7,2.5,1,18.4,NNE,56,4.18,1
454972,29.7,34.3,952.5,28.4,28.7,21912,0.6,2.2,1,250.4,WSW,56,4.18,1
458177,29.7,34.0,952.5,28.4,28.8,21894,0.5,2.0,1,256.6,WSW,58,4.18,1
461382,29.7,34.1,952.4,28.4,28.8,21878,0.4,1.7,1,27.0,NNE,57,4.17,1
464587,29.7,34.2,952.5,28.5,28.8,21860,0.4,1.7,1,358.4,N,55,4.18,1
467792,29.8,34.2,952.4,28.5,28.9,21893,0.3,1.4,1,290.8,WNW,59,4.19,1
470999,29.8,34.3,952.5,28.5,29.0,21869,0.3,1.4,1,275.8,W,59,4.19,1
474204,29.8,34.1,952.5,28.5,29.0,21869,0.3,1.4,1,296.9,WNW,57,4.18,1
477409,29.8,34.1,952.5,28.5,28.9,21858,0.4,1.7,1,237.5,WSW,56,4.18,1
480614,29.8,34.1,952.5,28.5,28.8,21869,0.4,1.7,1,316.7,NW,57,4.18,1
483819,29.8,34.5,952.5,28.5,28.8,21851,0.5,2.0,1,271.5,W,60,4.18,1
487023,29.9,34.2,952.5,28.5,28.9,21852,0.5,2.0,1,258.8,W,59,4.18,1
490228,29.9,34.5,952.5,28.5,28.9,21836,0.4,1.7,1,343.2,NNW,59,4.18,1
493433,29.9,34.3,952.5,28.5,29.0,21867,0.5,2.0,1,226.5,SW,56,4.17,1
496640,29.9,34.4,952.5,28.5,29.0,21823,0.6,2.2,1,250.2,WSW,58,4.18,1
499844,29.9,34.2,952.5,28.6,29.0,21823,0.6,2.2,1,304.5,NW,57,4.18,1
503049,29.9,34.3,952.5,28.6,29.0,21830,0.5,2.0,1,275.1,W,56,4.17,1
506254,30.0,34.8,952.5,28.6,29.0,21833,0.5,2.0,1,303.0,WNW,56,4.19,1
509459,30.0,34.5,952.5,28.6,29.0,21865,0.5,2.0,1,298.0,WNW,57,4.18,1
512664,30.0,34.4,952.5,28.6,28.9,21858,0.4,1.7,1,325.9,NW,57,4.19,1
515869,30.0,34.6,952.5,28.6,28.8,21861,0.3,1.4,1,312.3,NW,57,4.19,1
519076,30.0,34.5,952.5,28.6,28.8,21866,0.4,1.7,1,260.4,W,57,4.18,1
522280,30.0,34.6,952.5,28.6,28.8,21877,0.5,2.0,1,212.4,SSW,57,4.18,1
525485,30.0,34.3,952.4,28.6,28.8,21889,0.6,2.2,1,317.7,NW,60,4.17,1
528689,30.1,34.3,952.5,28.6,29.0,21858,0.5,2.0,1,286.8,WNW,60,4.18,1
531894,30.1,34.6,952.4,28.6,29.0,21870,0.6,2.2,1,250.9,WSW,59,4.18,1
535098,30.1,34.8,952.5,28.6,29.0,21902,0.8,3.1,1,239.5,WSW,57,4.18,1
538303,30.1,34.5,952.5,28.6,28.9,21898,1.0,3.6,1,272.7,W,57,4.18,1
541508,30.1,34.8,952.5,28.7,28.9,21887,0.9,3.4,1,289.3,WNW,59,4.19,1
544715,30.1,34.7,952.4,28.7,28.9,21884,0.8,3.1,1,252.8,WSW,57,4.18,1
547919,30.1,34.8,952.5,28.7,29.0,21885,0.7,2.8,1,267.7,W,59,4.19,1
551123,30.2,34.7,952.6,28.7,29.0,21891,0.7,2.8,1,326.3,NNW,59,4.18,1
554327,30.2,34.8,952.5,28.7,29.0,21895,0.7,2.8,1,303.1,WNW,59,4.18,1
557531,30.2,34.9,952.5,28.7,29.0,21883,0.6,2.2,1,260.7,W,60,4.18,1
560736,30.2,34.6,952.5,28.7,29.0,21887,0.8,3.1,1,247.3,WSW,60,4.18,1
563940,30.2,34.6,952.4,28.7,29.0,21877,0.7,2.8,1,285.3,WNW,56,4.19,1
567146,30.2,34.9,952.5,28.7,28.9,21908,0.7,2.5,1,300.4,WNW,57,4.18,1
570350,30.2,34.9,952.5,28.7,28.9,21892,0.5,2.0,1,302.6,WNW,57,4.18,1
573554,30.3,34.7,952.5,28.7,28.9,21892,0.4,1.7,1,301.4,WNW,57,4.18,1
576758,30.3,34.9,952.5,28.7,28.8,21896,0.4,1.7,1,317.1,NW,60,4.18,1
579962,30.3,34.9,952.5,28.7,28.8,21891,0.3,1.4,1,317.2,NW,60,4.18,1
583166,30.3,35.0,952.5,28.7,28.7,21878,0.3,1.4,1,280.4,W,60,4.19,1
586370,30.3,34.6,952.5,28.7,28.8,21907,0.3,1.4,1,236.9,WSW,59,4.19,1
589576,30.3,35.0,952.5,28.8,28.8,21892,0.3,1.1,1,263.5,W,56,4.18,1
592781,30.3,34.6,952.5,28.8,28.8,21893,0.3,1.4,1,22.8,NNE,57,4.18,1
595986,30.3,34.9,952.5,28.8,28.7,21846,0.3,1.1,1,79.4,E,57,4.18,1
599191,30.4,34.6,952.5,28.8,28.7,21863,0.3,1.1,1,279.3,W,57,4.18,1
602396,30.4,34.7,952.4,28.8,28.7,21876,0.3,1.1,1,264.9,W,60,4.18,1
605601,30.4,34.7,952.5,28.8,28.6,21866,0.2,0.8,1,1.0,N,60,4.18,1
608806,30.4,35.0,952.5,28.8,28.6,21833,0.2,0.8,1,25.8,NNE,56,4.19,1
612011,30.4,34.8,952.5,28.8,28.7,21853,0.2,0.8,1,300.4,WNW,59,4.18,1
615218,30.4,34.7,952.5,28.8,28.7,21864,0.2,0.8,1,235.1,SW,56,4.19,1
618422,30.5,34.7,952.5,28.8,28.8,21868,0.3,1.1,1,300.5,WNW,57,4.18,1
621627,30.5,34.7,952.4,28.8,28.7,21854,0.3,1.4,1,268.6,W,58,4.18,1
624831,30.5,35.0,952.4,28.8,28.7,21848,0.4,1.7,1,216.3,SW,57,4.18,1
628036,30.5,34.8,952.5,28.9,28.7,21870,0.5,2.0,1,298.8,WNW,57,4.18,1
631240,30.5,34.8,952.5,28.9,28.7,21833,0.5,2.0,1,341.9,NNW,58,4.18,1
634445,30.5,34.9,952.5,28.9,28.6,21857,0.4,1.7,1,299.3,WNW,60,4.18,1
637652,30.6,34.6,952.4,28.9,28.6,21861,0.4,1.7,1,245.9,WSW,59,4.18,1
640857,30.6,34.9,952.4,28.9,28.7,21805,0.3,1.4,1,267.6,W,60,4.18,1
644062,30.6,35.0,952.5,28.9,28.8,21813,0.4,1.7,1,287.4,WNW,60,4.18,1
647267,30.6,34.8,952.4,28.9,28.7,21806,0.4,1.7,1,272.1,W,58,4.18,1
650472,30.6,34.9,952.5,28.9,28.7,21800,0.3,1.4,1,317.4,NW,58,4.19,1
653677,30.6,35.1,952.5,28.9,28.7,21808,0.3,1.4,1,315.6,NW,57,4.19,1
656882,30.6,35.0,952.4,28.9,28.7,21823,0.3,1.1,1,332.2,NNW,57,4.18,1
660087,30.7,34.8,952.4,29.0,28.7,21818,0.3,1.1,1,303.2,WNW,60,4.19,1
663294,30.7,34.8,952.5,29.0,28.7,21793,0.3,1.1,1,261.6,W,54,4.18,1
666498,30.7,35.0,952.4,29.0,28.6,21810,0.2,0.8,1,262.3,W,59,4.18,1
669703,30.7,34.8,952.4,29.0,28.5,21797,0.1,0.6,0,304.7,NW,54,4.18,1
672908,30.7,35.2,952.5,29.0,28.5,21839,0.1,0.6,0,33.0,NNE,56,4.18,1
676113,30.7,34.9,952.5,29.0,28.5,21825,0.1,0.6,0,46.4,NE,57,4.18,1
679318,30.7,34.8,952.5,29.0,28.5,21800,0.1,0.6,0,357.4,N,58,4.19,1
682523,30.8,34.8,952.5,29.0,28.5,21808,0.1,0.6,0,306.3,NW,57,4.17,1
685730,30.8,34.9,952.5,29.0,28.6,21756,0.0,0.3,0,320.3,NW,58,4.18,1
688935,30.8,34.9,952.4,29.1,28.6,21822,0.0,0.3,0,332.3,NNW,60,4.18,1
692143,30.8,35.1,952.4,29.1,28.5,21817,0.0,0.3,0,357.8,N,59,4.18,1
695347,30.8,35.0,952.4,29.1,28.5,21828,0.0,0.3,0,6.9,N,55,4.18,1
698552,30.9,34.9,952.5,29.1,28.4,21830,0.0,0.0,0,11.1,N,60,4.19,1
701757,30.9,34.9,952.4,29.1,28.4,21824,0.0,0.3,0,0.5,N,58,4.18,1
704961,30.9,34.9,952.5,29.1,28.4,21855,0.0,0.0,0,304.4,NW,59,4.19,1
708165,30.9,34.8,952.5,29.1,28.5,21805,0.0,0.0,0,348.7,NNW,60,4.19,1
711372,30.9,35.1,952.5,29.2,28.5,21851,0.0,0.3,0,49.4,NE,54,4.18,1
714577,30.9,35.2,952.5,29.2,28.5,21825,0.0,0.0,0,20.2,NNE,57,4.18,1
717782,31.0,35.1,952.4,29.2,28.6,21826,0.0,0.0,0,335.4,NNW,60,4.18,1
720986,31.0,35.1,952.5,29.2,28.6,21839,0.0,0.0,0,331.3,NNW,57,4.19,1
724191,31.0,35.0,952.5,29.2,28.6,21848,0.0,0.0,0,337.7,NNW,57,4.19,1
727395,31.0,35.0,952.4,29.2,28.7,21840,0.0,0.0,0,1.5,N,54,4.18,1
730599,31.0,35.0,952.4,29.3,28.7,21829,0.0,0.0,0,345.8,NNW,60,4.19,1
733805,31.0,35.0,952.4,29.3,28.7,21848,0.0,0.0,0,31.3,NNE,59,4.19,1
737010,31.1,35.1,952.4,29.3,28.7,21841,0.0,0.0,0,61.2,ENE,59,4.18,1
740214,31.1,35.1,952.5,29.3,28.7,21843,0.0,0.0,0,51.8,NE,60,4.18,1
743418,31.1,35.0,952.5,29.3,28.7,21886,0.1,0.6,0,90.3,E,58,4.18,1
746622,31.1,35.2,952.4,29.4,28.8,21863,0.2,0.8,1,67.7,ENE,57,4.18,1
749827,31.1,35.1,952.4,29.4,28.8,21851,0.4,1.7,1,96.6,E,54,4.18,1
753031,31.2,35.1,952.4,29.4,29.0,21848,0.7,2.5,1,93.3,E,60,4.18,1
756233,31.2,34.9,952.5,29.4,29.1,21829,0.8,3.1,1,77.7,ENE,57,4.18,1
759438,31.2,35.2,952.5,29.4,29.0,21811,0.8,3.1,1,87.3,E,58,4.18,1
762642,31.2,35.1,952.4,29.4,28.9,21840,0.7,2.8,1,81.8,E,56,4.18,1
765846,31.2,35.2,952.5,29.5,28.9,21821,0.7,2.5,1,74.6,ENE,60,4.18,1
769050,31.3,35.0,952.5,29.5,28.8,21875,0.7,2.5,1,7.4,N,56,4.18,1
772254,31.3,35.2,952.5,29.5,28.6,21857,0.6,2.2,1,43.9,NE,58,4.19,1
775459,31.3,35.1,952.5,29.5,28.5,21841,0.5,2.0,1,25.0,NNE,60,4.19,1
778663,31.3,34.9,952.4,29.5,28.5,21859,0.5,2.0,1,58.7,ENE,59,4.17,1
781869,31.3,35.0,952.5,29.5,28.4,21843,0.4,1.7,1,23.1,NNE,60,4.18,1
785074,31.4,35.2,952.4,29.6,28.3,21853,0.4,1.7,1,330.4,NNW,59,4.19,1
788281,31.4,35.1,952.4,29.6,28.3,21840,0.3,1.4,1,22.3,NNE,60,4.18,1
791486,31.4,35.2,952.4,29.6,28.3,21843,0.3,1.1,1,81.0,E,59,4.18,1
794691,31.4,35.2,952.4,29.6,28.3,21903,0.3,1.1,1,70.6,ENE,57,4.18,1
797899,31.4,35.1,952.4,29.6,28.3,21853,0.3,1.4,1,110.9,ESE,57,4.19,1
801104,31.4,35.3,952.4,29.6,28.5,21863,0.7,2.5,1,51.0,NE,59,4.18,1
804311,31.5,35.2,952.4,29.7,28.5,21879,0.7,2.8,1,55.1,NE,57,4.18,1
807516,31.5,35.1,952.4,29.7,28.5,21854,0.7,2.5,1,82.1,E,60,4.18,1
810721,31.5,35.2,952.4,29.7,28.4,21859,0.7,2.5,1,112.1,ESE,59,4.18,1
813926,31.5,35.2,952.4,29.7,28.3,21839,0.7,2.5,1,325.7,NW,57,4.18,1
817131,31.5,35.1,952.4,29.7,28.3,21830,0.7,2.5,1,131.0,SE,60,4.18,1
820335,31.5,35.2,952.4,29.7,28.4,21812,0.8,3.1,1,6.0,N,58,4.18,1
823540,31.6,35.2,952.4,29.7,28.5,21822,0.9,3.4,1,144.3,SE,60,4.19,1
826745,31.6,35.2,952.4,29.8,28.6,21847,1.0,3.9,1,224.6,SW,57,4.19,1
829951,31.6,35.1,952.5,29.8,28.3,21815,1.0,3.9,1,189.5,S,57,4.18,1
833156,31.6,35.1,952.4,29.8,28.2,21776,1.0,3.6,1,34.2,NE,57,4.18,1
836361,31.6,35.1,952.4,29.8,28.2,21773,0.9,3.4,1,83.7,E,54,4.19,1
839566,31.6,35.2,952.5,29.8,28.1,21802,0.8,3.1,1,14.9,NNE,61,4.18,1
842771,31.6,35.3,952.4,29.8,28.0,21823,1.0,3.9,1,95.6,E,57,4.18,1
845976,31.7,35.1,952.5,29.8,27.8,21805,0.9,3.4,1,29.1,NNE,57,4.17,1
849181,31.7,35.2,952.4,29.9,27.8,21807,0.9,3.4,1,90.7,E,57,4.18,1
852384,31.7,35.2,952.4,29.9,27.8,21840,1.1,4.2,1,45.8,NE,60,4.19,1
855589,31.7,35.2,952.4,29.9,27.7,21855,1.4,5.3,1,86.6,E,57,4.19,1
858794,31.7,35.2,952.3,29.9,27.7,21832,1.7,6.2,2,73.0,ENE,59,4.18,1
