timestamp_ms,inside_temp_C,inside_hum_pct,pressure_hPa,outside_temp_C,outside_hum_pct,light_lux,wind_speed_ms,wind_speed_kmh,wind_beaufort,wind_dir_deg,wind_dir_bearing,battery_pct,solar_V,solar_charging
407945454,28.4,56.4,950.3,23.8,64.2,16397,1.7,6.0,1,298.8,WNW,67,3.91,1
411872727,29.6,55.5,950.2,23.3,66.1,8636,1.5,5.4,1,297.1,WNW,61,2.28,1
415800000,28.6,63.8,950.3,22.8,69.6,350,1.4,5.0,1,326.8,NNW,58,0.59,0
459000000,25.4,49.5,946.7,20.4,60.9,150,1.7,6.1,2,268.2,W,58,0.65,0
462927272,28.7,53.0,946.6,22.1,59.7,7616,3.6,12.9,3,275.5,W,60,2.26,1
466854545,29.2,44.6,946.8,23.9,51.6,15263,4.4,15.7,3,289.0,WNW,66,3.75,1
470781818,30.8,43.2,946.9,26.1,53.0,21527,6.1,22.0,4,269.5,W,73,5.04,1
474709090,32.0,39.2,946.8,26.5,48.0,26088,6.7,24.1,4,294.8,WNW,74,6.02,1
478636363,33.8,39.8,946.9,28.6,45.7,27831,8.1,29.1,5,283.1,WNW,72,6.48,1
482563636,34.2,37.0,947.1,29.0,48.9,28470,9.2,33.1,5,259.8,W,73,6.47,1
486490909,33.0,39.6,946.6,27.1,49.5,26399,8.4,30.3,5,288.4,WNW,73,5.98,1
490418181,31.6,47.9,947.0,26.4,54.7,21380,8.5,30.6,5,250.7,WSW,67,5.11,1
494345454,31.8,46.9,947.0,25.8,54.0,15057,7.5,27.1,4,250.9,WSW,68,3.83,1
498272727,31.9,52.8,946.7,25.9,59.9,7910,8.5,30.6,5,266.4,W,61,2.31,1
502200000,31.5,48.1,946.3,25.2,57.7,0,8.5,30.7,5,253.7,WSW,52,0.53,0
545400000,25.1,45.3,949.7,18.9,52.3,0,1.3,4.8,1,288.6,WNW,53,0.68,0
549327272,27.2,41.2,949.7,21.1,50.0,9308,2.0,7.2,2,330.4,NNW,63,2.22,1
553254545,28.0,42.8,949.7,21.6,50.9,17354,2.3,8.1,2,300.2,WNW,65,3.93,1
557181818,29.6,37.1,949.7,23.9,44.4,23346,1.8,6.3,2,289.6,WNW,72,5.20,1
561109090,32.5,36.0,950.0,25.7,41.2,28826,3.6,13.1,3,308.5,NW,75,6.05,1
565036363,33.8,37.6,949.8,26.8,45.9,31494,3.0,11.0,2,301.1,WNW,71,6.61,1
568963636,33.4,35.8,949.9,27.2,44.6,31625,2.9,10.4,2,300.7,WNW,73,6.46,1
572890909,33.5,37.8,949.6,26.8,46.0,28155,3.6,12.9,3,310.9,NW,74,6.11,1
576818181,31.9,40.3,949.9,25.5,48.4,23855,2.3,8.4,2,291.1,WNW,72,5.16,1
580745454,28.7,32.3,950.0,23.8,44.3,17082,2.7,9.8,2,308.1,NW,62,3.87,1
584672727,29.4,41.6,949.6,22.5,49.9,9080,2.1,7.5,2,307.8,NW,58,2.27,1
588600000,28.4,41.7,949.4,22.7,52.2,364,2.9,10.3,2,331.7,NNW,56,0.55,0
